d_backyard,d_bathtub,d_bedlinens,d_bodysoap,d_breakfast,d_carbonmonoxidealarm,d_cleaningproducts,d_closet,d_clothingstorage,d_coffeemaker,d_conditioner,d_cookingbasics,d_crib,d_dedicatedworkspace,d_diningtable,d_dishesandsilverware,d_dishwasher,d_dryer,d_dryingrackforclothing,d_elevator,d_essentials,d_extrapillowsandblankets,d_fireextinguisher,d_firstaidkit,d_freeparkingonpremises,d_freestreetparking,d_freezer,d_hairdryer,d_hangers,d_heating,d_hostgreetsyou,d_hotwater,d_hotwaterkettle,d_iron,d_kitchen,d_lockbo,d_lockonbedroomdoor,d_longtermstaysallowed,d_luggagedropoffallowed,d_microwave,d_oven,d_patioorbalcony,d_privateentrance,d_refrigerator,d_roomdarkeningshades,d_securitycamerasonproperty,d_shampoo,d_showergel,d_smokealarm,d_stove,d_table,d_toaster,d_tv,d_washer,d_wifi,d_wineglasses,n_accommodates,n_bathrooms,n_beds,n_days_since,n_minimum_nights,n_number_of_reviews,n_review_scores_rating,n_reviews_per_month,usd_price_day,f_property_type,f_neighbourhood_cleansed,f_room_type,f_room_type2,price,id,neighbourhood_cleansed,room_type,property_type,ln_price,n_accommodates2,ln_accommodates,ln_accommodates2,ln_beds,ln_number_of_reviews,f_bathroom,f_number_of_reviews,f_minimum_nights,flag_days_since,flag_review_scores_rating,flag_reviews_per_month,flag_n_number_of_reviews,ln_days_since,ln_days_since2,ln_days_since3,n_days_since2,n_days_since3,ln_review_scores_rating
0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,20,1,4,5,4,25,Room,Trafford District,Private room,Private,25,53442815,Trafford District,Private room,Room,3.2188758248682006,1,0,0,0,1.6094379124341003,2,2,1,0,0,0,0,3.044522437723423,9.269116873801375,28.220034300169072,400,8000,1.6094379124341003
0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,2,1,1,739,1,0,4.8,1.1,30,Room,Rusholme,Private room,Private,30,53443897,Rusholme,Private room,Room,3.4011973816621555,4,0.6931471805599453,0.4804530139182014,0,0,2,1,1,1,1,1,1,6.606650186198215,43.64782668279291,288.3659222810212,546121,403583419,1.5686159179138452
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4,1,2,739,2,0,4.8,1.1,53,Residental Unit,Bury District,Entire home/apt,Entire/Apt,53,53446368,Bury District,Entire home/apt,Residental Unit,3.970291913552122,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,0,2,1,2,1,1,1,1,6.606650186198215,43.64782668279291,288.3659222810212,546121,403583419,1.5686159179138452
0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,4,2,2,25,2,4,5,4,116,Rental Unit,Ancoats and Clayton,Entire home/apt,Entire/Apt,116,53459030,Ancoats and Clayton,Entire home/apt,Rental Unit,4.7535901911063645,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,1.6094379124341003,3,2,2,0,0,0,0,3.258096538021482,10.615193051067568,34.58532373011293,625,15625,1.6094379124341003
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,1,2,13,1,2,4.5,2,36,Room,Whalley Range,Private room,Private,36,53459232,Whalley Range,Private room,Room,3.58351893845611,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,1.0986122886681098,2,2,1,0,0,0,0,2.6390573296152584,6.964623588996019,18.38004093055127,169,2197,1.5040773967762742
0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,2,1,1,13,1,2,4.5,2,114,Condo,City Centre,Entire home/apt,Entire/Apt,114,53465130,City Centre,Entire home/apt,Condo,4.736198448394496,4,0.6931471805599453,0.4804530139182014,0,1.0986122886681098,2,2,1,0,0,0,0,2.6390573296152584,6.964623588996019,18.38004093055127,169,2197,1.5040773967762742
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,6,3,5,739,2,0,4.8,1.1,214,Residental Unit,Ancoats and Clayton,Entire home/apt,Entire/Apt,214,53465885,Ancoats and Clayton,Entire home/apt,Residental Unit,5.365976015021851,36,1.791759469228055,3.210401995568401,1.6094379124341003,0,3,1,2,1,1,1,1,6.606650186198215,43.64782668279291,288.3659222810212,546121,403583419,1.5686159179138452
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,3,1,2,11,1,1,5,1,117,Residental Unit,Bolton District,Entire home/apt,Entire/Apt,117,53468515,Bolton District,Entire home/apt,Residental Unit,4.762173934797756,9,1.0986122886681098,1.206948960812582,0.6931471805599453,0.6931471805599453,2,2,1,0,0,0,0,2.4849066497880004,6.174761058160624,15.343704814275323,121,1331,1.6094379124341003
1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,6,3,3,25,1,3,5,3,189,Condo,Moss Side,Entire home/apt,Entire/Apt,189,53469892,Moss Side,Entire home/apt,Condo,5.241747015059643,36,1.791759469228055,3.210401995568401,1.0986122886681098,1.3862943611198906,3,2,1,0,0,0,0,3.258096538021482,10.615193051067568,34.58532373011293,625,15625,1.6094379124341003
0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,6,1,6,25,1,4,5,4,64,Condo,Trafford District,Entire home/apt,Entire/Apt,64,53472902,Trafford District,Entire home/apt,Condo,4.1588830833596715,36,1.791759469228055,3.210401995568401,1.791759469228055,1.6094379124341003,2,2,1,0,0,0,0,3.258096538021482,10.615193051067568,34.58532373011293,625,15625,1.6094379124341003
1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,10,3,5,25,1,4,5,4,321,Residental Unit,Stockport District,Entire home/apt,Entire/Apt,321,53477991,Stockport District,Entire home/apt,Residental Unit,5.771441123130016,100,2.302585092994046,5.301898110478399,1.6094379124341003,1.6094379124341003,3,2,1,0,0,0,0,3.258096538021482,10.615193051067568,34.58532373011293,625,15625,1.6094379124341003
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,4,2,2,739,1,0,4.8,1.1,126,Condo,Trafford District,Entire home/apt,Entire/Apt,126,53478226,Trafford District,Entire home/apt,Condo,4.836281906951478,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,0,3,1,1,1,1,1,1,6.606650186198215,43.64782668279291,288.3659222810212,546121,403583419,1.5686159179138452
0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,2,1,1,20,2,3,5,3,46,Room,Bradford,Private room,Private,46,53478944,Bradford,Private room,Room,3.828641396489095,4,0.6931471805599453,0.4804530139182014,0,1.3862943611198906,2,2,2,0,0,0,0,3.044522437723423,9.269116873801375,28.220034300169072,400,8000,1.6094379124341003
0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,13,3,1,5,1,32,Room,Bradford,Private room,Private,32,53479229,Bradford,Private room,Room,3.4657359027997265,1,0,0,0,0.6931471805599453,2,2,3,0,0,0,0,2.6390573296152584,6.964623588996019,18.38004093055127,169,2197,1.6094379124341003
0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,6,2,2,739,7,0,4.8,1.1,159,Rental Unit,Ancoats and Clayton,Entire home/apt,Entire/Apt,159,53491056,Ancoats and Clayton,Entire home/apt,Rental Unit,5.0689042022202315,36,1.791759469228055,3.210401995568401,0.6931471805599453,0,3,1,3,1,1,1,1,6.606650186198215,43.64782668279291,288.3659222810212,546121,403583419,1.5686159179138452
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,1,4,739,2,0,4.8,1.1,90,Residental Unit,Wigan District,Entire home/apt,Entire/Apt,90,53510799,Wigan District,Entire home/apt,Residental Unit,4.499809670330265,25,1.6094379124341003,2.5902903939802346,1.3862943611198906,0,2,1,2,1,1,1,1,6.606650186198215,43.64782668279291,288.3659222810212,546121,403583419,1.5686159179138452
0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,12,2,9,25,1,5,5,5,629,Residental Unit,Ancoats and Clayton,Entire home/apt,Entire/Apt,629,53522627,Ancoats and Clayton,Entire home/apt,Residental Unit,6.444131256700441,144,2.4849066497880004,6.174761058160624,2.1972245773362196,1.791759469228055,3,2,1,0,0,0,0,3.258096538021482,10.615193051067568,34.58532373011293,625,15625,1.6094379124341003
0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,6,2,3,4,1,1,5,1,96,Condo,Trafford District,Entire home/apt,Entire/Apt,96,53525763,Trafford District,Entire home/apt,Condo,4.564348191467836,36,1.791759469228055,3.210401995568401,1.0986122886681098,0.6931471805599453,3,2,1,0,0,0,0,1.6094379124341003,2.5902903939802346,4.168911564285652,16,64,1.6094379124341003
0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,4,2,2,739,2,0,4.8,1.1,135,Condo,Salford District,Entire home/apt,Entire/Apt,135,53527545,Salford District,Entire home/apt,Condo,4.90527477843843,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,0,3,1,2,1,1,1,1,6.606650186198215,43.64782668279291,288.3659222810212,546121,403583419,1.5686159179138452
0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,2,1,1,19,1,2,5,2,119,Condo,Ancoats and Clayton,Entire home/apt,Entire/Apt,119,53530017,Ancoats and Clayton,Entire home/apt,Condo,4.77912349311153,4,0.6931471805599453,0.4804530139182014,0,1.0986122886681098,2,2,1,0,0,0,0,2.995732273553991,8.974411854812963,26.884935229628727,361,6859,1.6094379124341003
0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,4,2,3,18,2,3,4,3,214,Condo,Salford District,Entire home/apt,Entire/Apt,214,53534424,Salford District,Entire home/apt,Condo,5.365976015021851,16,1.3862943611198906,1.9218120556728056,1.0986122886681098,1.3862943611198906,3,2,2,0,0,0,0,2.9444389791664403,8.669720902034708,25.52746416244503,324,5832,1.3862943611198906
0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,1,2,1,1,25,1,4,5,4,50,Room,Bolton District,Private room,Private,50,53537286,Bolton District,Private room,Room,3.912023005428146,4,0.6931471805599453,0.4804530139182014,0,1.6094379124341003,2,2,1,0,0,0,0,3.258096538021482,10.615193051067568,34.58532373011293,625,15625,1.6094379124341003
1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,3,1,1,19,2,3,4.67,3,80,Condo,Salford District,Entire home/apt,Entire/Apt,80,53538076,Salford District,Entire home/apt,Condo,4.382026634673881,9,1.0986122886681098,1.206948960812582,0,1.3862943611198906,2,2,2,0,0,0,0,2.995732273553991,8.974411854812963,26.884935229628727,361,6859,1.541159071680806
0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,3,1,3,739,1,0,4.8,1.1,74,Condo,Cheetham,Entire home/apt,Entire/Apt,74,53540931,Cheetham,Entire home/apt,Condo,4.30406509320417,9,1.0986122886681098,1.206948960812582,1.0986122886681098,0,2,1,1,1,1,1,1,6.606650186198215,43.64782668279291,288.3659222810212,546121,403583419,1.5686159179138452
1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,9,3,5,739,2,0,4.8,1.1,214,Residental Unit,Miles Platting and Newton Heath,Entire home/apt,Entire/Apt,214,53543516,Miles Platting and Newton Heath,Entire home/apt,Residental Unit,5.365976015021851,81,2.1972245773362196,4.827795843250328,1.6094379124341003,0,3,1,2,1,1,1,1,6.606650186198215,43.64782668279291,288.3659222810212,546121,403583419,1.5686159179138452
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,6,1,3,739,1,0,4.8,1.1,99,Residental Unit,Ardwick,Entire home/apt,Entire/Apt,99,53544984,Ardwick,Entire home/apt,Residental Unit,4.59511985013459,36,1.791759469228055,3.210401995568401,1.0986122886681098,0,2,1,1,1,1,1,1,6.606650186198215,43.64782668279291,288.3659222810212,546121,403583419,1.5686159179138452
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,6,1,3,739,1,0,4.8,1.1,97,Condo,Rusholme,Entire home/apt,Entire/Apt,97,53547234,Rusholme,Entire home/apt,Condo,4.574710978503383,36,1.791759469228055,3.210401995568401,1.0986122886681098,0,2,1,1,1,1,1,1,6.606650186198215,43.64782668279291,288.3659222810212,546121,403583419,1.5686159179138452
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,1,2,19,1,3,4.67,3,34,Condo,Didsbury West,Entire home/apt,Entire/Apt,34,53570582,Didsbury West,Entire home/apt,Condo,3.5263605246161616,4,0.6931471805599453,0.4804530139182014,0,1.3862943611198906,2,2,1,0,0,0,0,2.995732273553991,8.974411854812963,26.884935229628727,361,6859,1.541159071680806
0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,6,2,6,20,1,8,4.88,8,172,Condo,City Centre,Entire home/apt,Entire/Apt,172,53578482,City Centre,Entire home/apt,Condo,5.147494476813453,36,1.791759469228055,3.210401995568401,0,2.1972245773362196,3,2,1,0,0,0,0,3.044522437723423,9.269116873801375,28.220034300169072,400,8000,1.5851452198650557
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,4,1,2,739,2,0,4.8,1.1,192,Condo,Fallowfield,Entire home/apt,Entire/Apt,192,53579199,Fallowfield,Entire home/apt,Condo,5.2574953720277815,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,0,2,1,2,1,1,1,1,6.606650186198215,43.64782668279291,288.3659222810212,546121,403583419,1.5686159179138452
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,4,1,3,739,1,0,4.8,1.1,103,Rental Unit,Cheetham,Entire home/apt,Entire/Apt,103,53579484,Cheetham,Entire home/apt,Rental Unit,4.634728988229636,16,1.3862943611198906,1.9218120556728056,1.0986122886681098,0,2,1,1,1,1,1,1,6.606650186198215,43.64782668279291,288.3659222810212,546121,403583419,1.5686159179138452
0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,2,1,1,739,4,0,4.8,1.1,50,Condo,Salford District,Entire home/apt,Entire/Apt,50,53580352,Salford District,Entire home/apt,Condo,3.912023005428146,4,0.6931471805599453,0.4804530139182014,0,0,2,1,3,1,1,1,1,6.606650186198215,43.64782668279291,288.3659222810212,546121,403583419,1.5686159179138452
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,2,1,1,10,2,1,5,1,127,Condo,Salford District,Entire home/apt,Entire/Apt,127,53581453,Salford District,Entire home/apt,Condo,4.844187086458591,4,0.6931471805599453,0.4804530139182014,0,0.6931471805599453,2,2,2,0,0,0,0,2.3978952727983707,5.749901739308773,13.787662199743634,100,1000,1.6094379124341003
0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,4,2,1,14,10,1,5,1,174,Rental Unit,City Centre,Entire home/apt,Entire/Apt,174,53582434,City Centre,Entire home/apt,Rental Unit,5.159055299214529,16,1.3862943611198906,1.9218120556728056,0,0.6931471805599453,3,2,3,0,0,0,0,2.70805020110221,7.333535891689721,19.859583346280623,196,2744,1.6094379124341003
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,6,2,3,17,2,2,4,2,288,Condo,Ancoats and Clayton,Entire home/apt,Entire/Apt,288,53583614,Ancoats and Clayton,Entire home/apt,Condo,5.662960480135946,36,1.791759469228055,3.210401995568401,1.0986122886681098,1.0986122886681098,3,2,2,0,0,0,0,2.8903717578961645,8.354248898843764,24.14688507565315,289,4913,1.3862943611198906
1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,6,1,3,739,2,0,4.8,1.1,91,Rental Unit,Trafford District,Entire home/apt,Entire/Apt,91,53599069,Trafford District,Entire home/apt,Rental Unit,4.51085950651685,36,1.791759469228055,3.210401995568401,1.0986122886681098,0,2,1,2,1,1,1,1,6.606650186198215,43.64782668279291,288.3659222810212,546121,403583419,1.5686159179138452
0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,4,1,2,17,1,1,5,1,70,Condo,Whalley Range,Entire home/apt,Entire/Apt,70,53614322,Whalley Range,Entire home/apt,Condo,4.248495242049359,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,0.6931471805599453,2,2,1,0,0,0,0,2.8903717578961645,8.354248898843764,24.14688507565315,289,4913,1.6094379124341003
0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,6,2,5,739,1,0,4.8,1.1,156,Rental Unit,Stockport District,Entire home/apt,Entire/Apt,156,53617046,Stockport District,Entire home/apt,Rental Unit,5.049856007249537,36,1.791759469228055,3.210401995568401,1.6094379124341003,0,3,1,1,1,1,1,1,6.606650186198215,43.64782668279291,288.3659222810212,546121,403583419,1.5686159179138452
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,4,2,2,739,1,0,4.8,1.1,116,Condo,Cheetham,Entire home/apt,Entire/Apt,116,53629725,Cheetham,Entire home/apt,Condo,4.7535901911063645,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,0,3,1,1,1,1,1,1,6.606650186198215,43.64782668279291,288.3659222810212,546121,403583419,1.5686159179138452
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,2,1,1,739,1,0,4.8,1.1,103,Rental Unit,Bolton District,Entire home/apt,Entire/Apt,103,53630228,Bolton District,Entire home/apt,Rental Unit,4.634728988229636,4,0.6931471805599453,0.4804530139182014,0,0,2,1,1,1,1,1,1,6.606650186198215,43.64782668279291,288.3659222810212,546121,403583419,1.5686159179138452
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,2,1,1,18,1,1,5,1,103,Rental Unit,Bolton District,Entire home/apt,Entire/Apt,103,53630396,Bolton District,Entire home/apt,Rental Unit,4.634728988229636,4,0.6931471805599453,0.4804530139182014,0,0.6931471805599453,2,2,1,0,0,0,0,2.9444389791664403,8.669720902034708,25.52746416244503,324,5832,1.6094379124341003
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,2,1,1,739,1,0,4.8,1.1,105,Rental Unit,Bolton District,Entire home/apt,Entire/Apt,105,53630805,Bolton District,Entire home/apt,Rental Unit,4.653960350157523,4,0.6931471805599453,0.4804530139182014,0,0,2,1,1,1,1,1,1,6.606650186198215,43.64782668279291,288.3659222810212,546121,403583419,1.5686159179138452
0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,5,2,2,739,1,0,4.8,1.1,194,Condo,Salford District,Entire home/apt,Entire/Apt,194,53636264,Salford District,Entire home/apt,Condo,5.267858159063328,25,1.6094379124341003,2.5902903939802346,0.6931471805599453,0,3,1,1,1,1,1,1,6.606650186198215,43.64782668279291,288.3659222810212,546121,403583419,1.5686159179138452
0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,4,1,2,739,2,0,4.8,1.1,65,Condo,Levenshulme,Entire home/apt,Entire/Apt,65,53640989,Levenshulme,Entire home/apt,Condo,4.174387269895637,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,0,2,1,2,1,1,1,1,6.606650186198215,43.64782668279291,288.3659222810212,546121,403583419,1.5686159179138452
0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,2,1,1,6,1,1,5,1,89,Condo,Salford District,Entire home/apt,Entire/Apt,89,53652204,Salford District,Entire home/apt,Condo,4.48863636973214,4,0.6931471805599453,0.4804530139182014,0,0.6931471805599453,2,2,1,0,0,0,0,1.9459101490553132,3.7865663081964716,7.3683178091904225,36,216,1.6094379124341003
0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,2,1,1,7,1,1,5,1,50,Condo,Stockport District,Entire home/apt,Entire/Apt,50,53652888,Stockport District,Entire home/apt,Condo,3.912023005428146,4,0.6931471805599453,0.4804530139182014,0,0.6931471805599453,2,2,1,0,0,0,0,2.0794415416798357,4.324077125263812,8.991665603701094,49,343,1.6094379124341003
0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,2,1,1,8,1,1,5,1,115,Condo,City Centre,Entire home/apt,Entire/Apt,115,53656870,City Centre,Entire home/apt,Condo,4.74493212836325,4,0.6931471805599453,0.4804530139182014,0,0.6931471805599453,2,2,1,0,0,0,0,2.1972245773362196,4.827795843250328,10.607751681151262,64,512,1.6094379124341003
0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,4,1,2,739,1,0,4.8,1.1,126,Condo,Cheetham,Entire home/apt,Entire/Apt,126,53658217,Cheetham,Entire home/apt,Condo,4.836281906951478,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,0,2,1,1,1,1,1,1,6.606650186198215,43.64782668279291,288.3659222810212,546121,403583419,1.5686159179138452
